,600820:207000,000541:89850,600256:13000,000027:30000,002939:500,601577:1000,601138:500,sh,total 
2017-08-10,9.47,8.93,4.52,6.55,9.09,11.51,19.83,3261.75,3043880.5
2017-08-09,9.5,9.06,4.58,6.6,9.09,11.51,19.83,3275.57,3064051.0
2017-08-08,9.56,8.97,4.52,6.6,9.09,11.51,19.83,3281.87,3067604.5
2017-08-07,9.57,9.0,4.52,6.58,9.09,11.51,19.83,3279.46,3071770.0
2017-08-04,9.51,9.02,4.5,6.56,9.09,11.51,19.83,3262.08,3060287.0
2017-08-03,9.52,9.03,4.46,6.6,9.09,11.51,19.83,3272.93,3063935.5
2017-08-02,9.48,9.07,4.44,6.61,9.09,11.51,19.83,3285.06,3059289.5
2017-08-01,9.57,9.19,4.43,6.64,9.09,11.51,19.83,3292.64,3089471.5
2017-07-31,9.55,9.1,4.38,6.64,9.09,11.51,19.83,3273.03,3076595.0
2017-07-28,9.53,8.98,4.28,6.61,9.09,11.51,19.83,3253.24,3059473.0
2017-07-27,9.6,8.99,4.32,6.61,9.09,11.51,19.83,3249.78,3075381.5
2017-07-26,9.58,8.9,4.32,6.56,9.09,11.51,19.83,3247.67,3061655.0
2017-07-25,9.69,8.92,4.3,6.61,9.09,11.51,19.83,3243.69,3087462.0
2017-07-24,9.74,8.97,4.35,6.67,9.09,11.51,19.83,3250.6,3104754.5
2017-07-21,9.67,8.9,4.28,6.66,9.09,11.51,19.83,3237.98,3082765.0
2017-07-20,9.7,8.96,4.26,6.68,9.09,11.51,19.83,3244.86,3094706.0
2017-07-19,9.69,8.95,4.24,6.6,9.09,11.51,19.83,3230.98,3089077.5
2017-07-18,9.52,8.85,4.11,6.52,9.09,11.51,19.83,3187.57,3040812.5
2017-07-17,9.88,8.85,4.13,6.49,9.09,11.51,19.83,3176.46,3114692.5
2017-07-14,10.14,9.16,4.25,6.81,9.09,11.51,19.83,3222.42,3207526.0
2017-07-13,10.13,9.2,4.23,6.78,9.09,11.51,19.83,3218.16,3207890.0
2017-07-12,9.98,9.25,4.18,6.76,9.09,11.51,19.83,3197.54,3180082.5
2017-07-11,9.98,9.3,4.19,6.85,9.09,11.51,19.83,3203.04,3187405.0
2017-07-10,10.09,9.27,4.24,6.84,9.09,11.51,19.83,3212.63,3207829.5
2017-07-07,9.99,9.25,4.23,6.82,9.09,11.51,19.83,3217.96,3184602.5
2017-07-06,9.96,9.25,4.22,6.81,9.09,11.51,19.83,3212.44,3177962.5
2017-07-05,10.0,9.14,4.21,6.83,9.09,11.51,19.83,3207.13,3176829.0
2017-07-04,10.02,9.12,4.18,6.8,9.09,11.51,19.83,3182.8,3177882.0
2017-07-03,10.08,9.15,4.2,6.82,9.09,11.51,19.83,3195.91,3193857.5
2017-06-30,10.1,9.11,4.14,6.73,9.09,11.51,19.83,3192.43,3190923.5
2017-06-29,10.01,9.12,4.17,6.72,9.09,11.51,19.83,3188.06,3173282.0
2017-06-28,10.02,9.11,4.15,6.91,9.09,11.51,19.83,3173.2,3179893.5
2017-06-27,9.97,9.13,4.16,6.95,9.09,11.51,19.83,3191.2,3172670.5000000005
2017-06-26,10.01,9.18,4.15,6.94,9.09,11.51,19.83,3185.44,3185013.0
2017-06-23,9.96,9.07,4.1,6.83,9.09,11.51,19.83,3157.87,3160829.5
2017-06-22,9.89,9.09,4.11,6.77,9.09,11.51,19.83,3147.45,3146466.5
2017-06-21,9.78,9.15,4.17,6.78,9.09,11.51,19.83,3156.21,3130167.5
2017-06-20,9.73,9.19,4.15,6.79,9.09,11.51,19.83,3140.01,3123451.5
2017-06-19,9.69,9.15,4.14,6.77,9.09,11.51,19.83,3144.37,3110847.5
2017-06-16,9.72,9.13,4.1,6.75,9.09,11.51,19.83,3123.17,3114140.5000000005
2017-06-15,9.8,9.19,4.11,6.78,9.09,11.51,19.83,3132.49,3137121.5
2017-06-14,9.78,9.14,4.12,6.77,9.09,11.51,19.83,3130.67,3128319.0
2017-06-13,9.83,9.2,4.11,6.8,9.09,11.51,19.83,3153.74,3144830.0
2017-06-12,9.83,9.08,4.08,6.74,9.09,11.51,19.83,3139.88,3131858.0
2017-06-09,9.93,9.17,4.14,6.88,9.09,11.51,19.83,3158.4,3165624.5
2017-06-08,9.69,9.25,4.16,6.8,9.09,11.51,19.83,3150.33,3120992.5
2017-06-07,9.72,9.83,4.19,6.77,9.09,11.51,19.83,3140.32,3178805.5
2017-06-06,9.56,9.71,4.15,6.65,9.09,11.51,19.83,3102.13,3130783.5
2017-06-05,9.64,9.65,4.11,6.62,9.09,11.51,19.83,3091.66,3140532.5
2017-06-02,9.73,9.58,4.15,6.65,9.09,11.51,19.83,3105.54,3154293.0
2017-06-01,9.74,9.4,4.18,6.5,9.09,11.51,19.83,3102.62,3136080.0
2017-05-31,9.6,9.34,4.11,6.66,9.09,11.51,19.83,3117.18,3105599.0
2017-05-26,9.5,9.27,4.11,6.64,9.09,11.51,19.83,3110.06,3078009.5
2017-05-25,9.54,9.3,4.16,6.67,9.09,11.51,19.83,3107.83,3090535.0
2017-05-24,9.49,9.12,4.06,6.6,9.09,11.51,19.83,3064.08,3060612.0
2017-05-23,9.58,9.11,4.01,6.61,9.09,11.51,19.83,3061.95,3077993.5
2017-05-22,9.56,9.24,4.14,7.05,9.09,11.51,19.83,3075.68,3100424.0
2017-05-19,9.47,9.39,4.18,7.22,9.09,11.51,19.83,3090.63,3100891.5
2017-05-18,9.67,9.33,4.16,6.7,9.09,11.51,19.83,3090.14,3121040.5
2017-05-17,9.97,9.45,4.11,6.61,9.09,11.51,19.83,3104.44,3190572.5
2017-05-16,10.06,9.41,4.1,6.64,9.09,11.51,19.83,3112.96,3206378.5
2017-05-15,10.15,9.22,4.06,6.48,9.09,11.51,19.83,3090.23,3202617.0
2017-05-12,10.24,9.25,4.06,6.45,9.09,11.51,19.83,3083.51,3223042.5
2017-05-11,10.27,9.19,4.04,6.45,9.09,11.51,19.83,3061.5,3223601.5
2017-05-10,10.17,9.12,4.1,6.58,9.09,11.51,19.83,3052.79,3201292.0
2017-05-09,10.29,9.3,4.22,6.7,9.09,11.51,19.83,3080.53,3247465.0
2017-05-08,10.35,9.14,4.18,6.66,9.09,11.51,19.83,3078.61,3243789.0
2017-05-05,10.28,9.47,4.21,6.8,9.09,11.51,19.83,3103.04,3263539.5
2017-05-04,10.32,9.53,4.25,6.87,9.09,11.51,19.83,3127.37,3279830.5
2017-05-03,10.29,9.49,4.29,6.86,9.09,11.51,19.83,3135.35,3270246.5
2017-05-02,10.31,9.68,4.3,6.95,9.09,11.51,19.83,3143.71,3294288.0
2017-04-28,10.24,9.79,4.33,6.99,9.09,11.51,19.83,3154.66,3291271.5
2017-04-27,10.24,9.86,4.28,6.99,9.09,11.51,19.83,3152.19,3296911.0
2017-04-26,10.21,9.8,4.3,6.97,9.09,11.51,19.83,3140.85,3284970.0
2017-04-25,10.28,9.66,4.31,6.97,9.09,11.51,19.83,3134.57,3287011.0
2017-04-24,10.39,9.83,4.32,6.95,9.09,11.51,19.83,3129.53,3324585.5
2017-04-21,10.72,10.13,4.46,7.16,9.09,11.51,19.83,3173.15,3427970.5
2017-04-20,10.69,10.18,4.46,7.14,9.09,11.51,19.83,3172.1,3425653.0
2017-04-19,10.65,10.2,4.44,7.24,9.09,11.51,19.83,3170.69,3421910.0
2017-04-18,10.61,10.36,4.52,7.24,9.09,11.51,19.83,3196.71,3429046.0
2017-04-17,10.94,10.58,4.56,7.38,9.09,11.51,19.83,3222.17,3521843.0
2017-04-14,10.91,10.54,4.57,7.37,9.09,11.51,19.83,3246.07,3511869.0
2017-04-13,11.11,10.83,4.67,7.63,9.09,11.51,19.83,3275.96,3588425.5
2017-04-12,11.21,10.92,4.64,7.8,9.09,11.51,19.83,3273.83,3621922.0
2017-04-11,11.01,10.58,4.67,7.47,9.09,11.51,19.83,3288.97,3540463.0
2017-04-10,10.98,10.5,4.67,7.16,9.09,11.51,19.83,3269.39,3517765.0
2017-04-07,11.07,10.71,4.77,7.2,9.09,11.51,19.83,3286.62,3557763.5
2017-04-06,11.12,10.88,4.69,7.22,9.09,11.51,19.83,3281.0,3582948.0
2017-04-05,10.85,10.96,4.74,7.29,9.09,11.51,19.83,3270.31,3536996.0
2017-03-31,10.45,10.8,4.69,7.12,9.09,11.51,19.83,3222.51,3434070.0
2017-03-30,10.6,10.77,4.79,6.9,9.09,11.51,19.83,3210.24,3457124.5
2017-03-29,11.01,10.59,4.68,6.98,9.09,11.51,19.83,3241.31,3526791.5
2017-03-28,11.09,10.65,4.69,6.97,9.09,11.51,19.83,3252.95,3548572.5
2017-03-27,11.22,10.61,4.64,6.99,9.09,11.51,19.83,3266.96,3571838.5
2017-03-24,11.21,10.52,4.65,6.98,9.09,11.51,19.83,3269.45,3561512.0
2017-03-23,11.06,10.38,4.58,6.97,9.09,11.51,19.83,3248.55,3516673.0
2017-03-22,11.18,10.37,4.52,6.97,9.09,11.51,19.83,3245.22,3539834.5
2017-03-21,11.11,10.5,4.53,7.06,9.09,11.51,19.83,3261.61,3539855.0
2017-03-20,11.05,10.38,4.55,7.01,9.09,11.51,19.83,3250.81,3515413.0
2017-03-17,11.22,10.38,4.54,7.0,9.09,11.51,19.83,3237.45,3550173.0
2017-03-16,11.34,10.62,4.59,7.05,9.09,11.51,19.83,3268.94,3598727.0
2017-03-15,11.19,10.45,4.54,7.02,9.09,11.51,19.83,3241.76,3550852.5
2017-03-14,11.26,10.39,4.55,6.98,9.09,11.51,19.83,3239.33,3558881.5
2017-03-13,11.23,10.51,4.58,7.02,9.09,11.51,19.83,3237.02,3565043.5
2017-03-10,11.19,10.5,4.61,6.96,9.09,11.51,19.83,3212.76,3554455.0
2017-03-09,11.29,10.46,4.61,7.02,9.09,11.51,19.83,3216.75,3573361.0
2017-03-08,11.41,10.61,4.68,7.03,9.09,11.51,19.83,3240.66,3612888.5
2017-03-07,11.33,10.74,4.58,7.06,9.09,11.51,19.83,3242.41,3607609.0
2017-03-06,11.36,10.85,4.59,7.04,9.09,11.51,19.83,3233.87,3623232.5
2017-03-03,11.43,10.44,4.56,6.99,9.09,11.51,19.83,3218.31,3598994.0
2017-03-02,11.54,10.59,4.63,7.04,9.09,11.51,19.83,3230.03,3637651.5
2017-03-01,11.7,10.79,4.66,7.03,9.09,11.51,19.83,3246.93,3688831.5
2017-02-28,11.73,10.19,4.63,7.05,9.09,11.51,19.83,3241.73,3641341.5
2017-02-27,11.77,10.15,4.62,7.06,9.09,11.51,19.83,3228.66,3646197.5
2017-02-24,11.74,10.35,4.68,7.1,9.09,11.51,19.83,3253.43,3659937.5
2017-02-23,11.7,10.27,4.64,7.1,9.09,11.51,19.83,3251.38,3643949.5
2017-02-22,11.82,10.17,4.67,7.16,9.09,11.51,19.83,3261.22,3661994.5
2017-02-21,11.94,10.17,4.67,7.13,9.09,11.51,19.83,3253.33,3685934.5
2017-02-20,11.91,10.0,4.67,7.11,9.09,11.51,19.83,3239.96,3663850.0
2017-02-17,11.75,9.76,4.64,7.03,9.09,11.51,19.83,3202.08,3606376.0
2017-02-16,12.08,9.79,4.79,7.11,9.09,11.51,19.83,3229.62,3681731.5
2017-02-15,11.98,9.74,4.68,7.05,9.09,11.51,19.83,3212.99,3653309.0
2017-02-14,11.76,9.81,4.76,7.01,9.09,11.51,19.83,3217.93,3613898.5
2017-02-13,11.66,9.82,4.77,7.04,9.09,11.51,19.83,3216.84,3595127.0
2017-02-10,11.63,9.72,4.8,7.02,9.09,11.51,19.83,3196.7,3579722.0
2017-02-09,11.49,9.75,4.51,7.01,9.09,11.51,19.83,3183.18,3549367.5
2017-02-08,11.45,9.69,4.42,7.02,9.09,11.51,19.83,3166.98,3534826.5
2017-02-07,11.34,9.67,4.4,6.94,9.09,11.51,19.83,3153.09,3507599.5
2017-02-06,11.37,9.65,4.43,6.96,9.09,11.51,19.83,3156.98,3513002.5
2017-02-03,11.18,9.56,4.41,6.92,9.09,11.51,19.83,3140.17,3464126.0
2017-01-26,11.2,9.57,4.38,6.99,9.09,11.51,19.83,3159.17,3470874.5
2017-01-25,11.37,9.59,4.38,6.84,9.09,11.51,19.83,3149.55,3503361.5
2017-01-24,11.4,9.57,4.4,6.83,9.09,11.51,19.83,3142.55,3507734.5
2017-01-23,11.38,9.67,4.4,6.86,9.09,11.51,19.83,3136.77,3513479.5
2017-01-20,11.3,9.69,4.39,6.84,9.09,11.51,19.83,3123.14,3497986.5
2017-01-19,11.28,9.55,4.36,6.8,9.09,11.51,19.83,3101.3,3479677.5
2017-01-18,11.17,9.42,4.4,6.78,9.09,11.51,19.83,3113.01,3445147.0
2017-01-17,11.06,9.5,4.38,6.8,9.09,11.51,19.83,3108.77,3429905.0
2017-01-16,11.17,9.4,4.35,6.75,9.09,11.51,19.83,3103.43,3441800.0
2017-01-13,11.11,9.9,4.51,6.95,9.09,11.51,19.83,3112.76,3482385.0
2017-01-12,11.07,9.97,4.55,6.99,9.09,11.51,19.83,3119.29,3482114.5
2017-01-11,11.04,10.06,4.6,7.03,9.09,11.51,19.83,3136.75,3485841.0
2017-01-10,11.33,10.05,4.68,7.1,9.09,11.51,19.83,3161.67,3548112.5
2017-01-09,11.49,10.08,4.74,7.17,9.09,11.51,19.83,3171.24,3586808.0
2017-01-06,11.42,10.07,4.76,7.15,9.09,11.51,19.83,3154.32,3571079.5
2017-01-05,11.2,10.04,4.76,6.98,9.09,11.51,19.83,3165.41,3517744.0
2017-01-04,11.15,10.12,4.76,6.96,9.09,11.51,19.83,3158.79,3513982.0
2017-01-03,11.11,9.86,4.75,6.92,9.09,11.51,19.83,3135.92,3481011.0
2016-12-30,11.01,9.84,4.67,6.87,9.09,11.51,19.83,3103.64,3455974.0
2016-12-29,10.9,9.85,4.64,6.85,9.09,11.51,19.83,3096.1,3433112.5
2016-12-28,11.11,9.87,4.74,6.91,9.09,11.51,19.83,3102.24,3481479.5
2016-12-27,11.19,9.9,4.78,6.92,9.09,11.51,19.83,3114.66,3501555.0
2016-12-26,10.98,9.95,4.8,6.95,9.09,11.51,19.83,3122.57,3463737.5
2016-12-23,10.86,9.88,4.88,6.95,9.09,11.51,19.83,3110.15,3433648.0
2016-12-22,10.95,9.89,4.9,7.05,9.09,11.51,19.83,3139.56,3456436.5
2016-12-21,10.65,9.89,4.85,7.06,9.09,11.51,19.83,3137.43,3393986.5
2016-12-20,10.54,9.83,4.76,6.94,9.09,11.51,19.83,3102.88,3361055.5
2016-12-19,10.57,9.81,4.9,7.0,9.09,11.51,19.83,3118.08,3369088.5
2016-12-16,10.45,9.91,4.87,6.86,9.09,11.51,19.83,3122.98,3348643.5
2016-12-15,10.16,9.89,4.85,6.9,9.09,11.51,19.83,3117.68,3287756.5
2016-12-14,10.22,9.99,4.84,6.9,9.09,11.51,19.83,3140.53,3309031.5
2016-12-13,10.15,10.04,4.75,6.89,9.09,11.51,19.83,3155.04,3297564.0
2016-12-12,10.12,9.81,4.43,6.82,9.09,11.51,19.83,3152.97,3264428.5
2016-12-09,10.27,10.38,4.52,7.07,9.09,11.51,19.83,3232.88,3355363.0
2016-12-08,10.13,10.15,4.53,7.01,9.09,11.51,19.83,3215.37,3304047.5
2016-12-07,10.2,10.24,4.47,7.08,9.09,11.51,19.83,3222.24,3327944.0
2016-12-06,10.28,10.13,4.45,7.04,9.09,11.51,19.83,3199.65,3333160.5
2016-12-05,10.25,10.11,4.44,7.08,9.09,11.51,19.83,3204.71,3326223.5
2016-12-02,10.34,10.33,4.5,7.24,9.09,11.51,19.83,3243.84,3370200.5
2016-12-01,10.44,10.33,4.46,7.34,9.09,11.51,19.83,3273.31,3393380.5
2016-11-30,10.48,10.38,4.41,7.18,9.09,11.51,19.83,3250.03,3400703.0
2016-11-29,10.65,10.37,4.49,7.13,9.09,11.51,19.83,3282.92,3434534.5
2016-11-28,10.64,10.48,4.53,7.15,9.09,11.51,19.83,3277.0,3443468.0
2016-11-25,10.39,10.57,4.5,7.09,9.09,11.51,19.83,3261.94,3397614.5
2016-11-24,10.35,10.43,4.51,7.07,9.09,11.51,19.83,3241.74,3376285.5
2016-11-23,10.35,10.47,4.49,7.02,9.09,11.51,19.83,3241.14,3378119.5
2016-11-22,10.56,10.5,4.55,7.1,9.09,11.51,19.83,3248.35,3427465.0
2016-11-21,10.55,10.44,4.45,6.95,9.09,11.51,19.83,3218.15,3414204.0
2016-11-18,10.5,10.53,4.47,6.89,9.09,11.51,19.83,3192.86,3410400.5
2016-11-17,10.4,10.62,4.45,6.96,9.09,11.51,19.83,3208.45,3399627.0
2016-11-16,10.2,10.6,4.42,6.95,9.09,11.51,19.83,3205.06,3355740.0
2016-11-15,10.31,10.55,4.4,6.98,9.09,11.51,19.83,3206.99,3374657.5
2016-11-14,10.4,10.49,4.44,6.94,9.09,11.51,19.83,3210.37,3387216.5
2016-11-11,10.38,10.47,4.38,6.94,9.09,11.51,19.83,3196.04,3380499.5
2016-11-10,10.17,10.46,4.31,6.85,9.09,11.51,19.83,3171.28,3332521.0
2016-11-09,10.05,10.26,4.24,6.77,9.09,11.51,19.83,3128.37,3286401.0
2016-11-08,10.18,10.43,4.26,6.83,9.09,11.51,19.83,3147.89,3330645.5
2016-11-07,10.15,10.37,4.26,6.79,9.09,11.51,19.83,3133.33,3317844.5
2016-11-04,10.23,10.38,4.23,6.75,9.09,11.51,19.83,3125.32,3333713.0
2016-11-03,10.29,10.36,4.23,6.75,9.09,11.51,19.83,3128.94,3344336.0
2016-11-02,10.08,10.2,4.21,6.7,9.09,11.51,19.83,3102.73,3284730.0
2016-11-01,10.26,10.2,4.26,6.7,9.09,11.51,19.83,3122.44,3322640.0
2016-10-31,10.27,10.2,4.24,6.7,9.09,11.51,19.83,3100.49,3324450.0
2016-10-28,10.29,10.27,4.25,6.79,9.09,11.51,19.83,3104.27,3337709.5
2016-10-27,10.41,10.31,4.26,6.83,9.09,11.51,19.83,3112.35,3367473.5
2016-10-26,10.51,10.38,4.26,6.85,9.09,11.51,19.83,3116.31,3395063.0
2016-10-25,10.51,10.48,4.29,6.89,9.09,11.51,19.83,3131.94,3405638.0
2016-10-24,10.67,10.46,4.31,6.92,9.09,11.51,19.83,3128.25,3438121.0
2016-10-21,10.23,10.42,4.22,6.83,9.09,11.51,19.83,3090.94,3339577.0
2016-10-20,10.15,10.54,4.22,6.81,9.09,11.51,19.83,3084.46,3333199.0
2016-10-19,10.1,10.49,4.21,6.78,9.09,11.51,19.83,3084.72,3317326.5
2016-10-18,10.16,10.55,4.19,6.83,9.09,11.51,19.83,3083.88,3336377.5
2016-10-17,9.9,10.39,4.15,6.75,9.09,11.51,19.83,3041.17,3265261.5
2016-10-14,10.05,10.49,4.17,6.77,9.09,11.51,19.83,3063.81,3306156.5
2016-10-13,10.05,10.48,4.18,6.8,9.09,11.51,19.83,3061.35,3306288.0
2016-10-12,9.93,10.54,4.16,6.8,9.09,11.51,19.83,3058.5,3286579.0
2016-10-11,10.0,10.53,4.18,6.84,9.09,11.51,19.83,3065.25,3301630.5
2016-10-10,9.92,10.53,4.15,6.78,9.09,11.51,19.83,3048.14,3282880.5
2016-09-30,9.71,10.31,4.09,6.66,9.09,11.51,19.83,3004.7,3215263.5
2016-09-29,9.7,10.25,4.1,6.68,9.09,11.51,19.83,2998.48,3208532.5
2016-09-28,9.72,10.26,4.06,6.66,9.09,11.51,19.83,2987.86,3212451.0
2016-09-27,9.73,10.3,4.07,6.67,9.09,11.51,19.83,2998.17,3218545.0
2016-09-26,9.95,10.29,4.04,6.62,9.09,11.51,19.83,2980.43,3261296.4999999995
2016-09-23,10.1,10.66,4.13,6.76,9.09,11.51,19.83,3033.9,3330961.0
2016-09-22,9.95,10.83,4.13,6.77,9.09,11.51,19.83,3042.31,3315485.5
2016-09-21,9.95,10.86,4.12,6.75,9.09,11.51,19.83,3025.87,3317451.0
2016-09-20,10.09,10.88,4.12,6.74,9.09,11.51,19.83,3023.0,3347928.0
2016-09-19,9.94,10.83,4.15,6.77,9.09,11.51,19.83,3026.05,3313675.5
2016-09-14,9.9,10.77,4.18,6.74,9.09,11.51,19.83,3002.85,3299494.5
2016-09-13,10.16,10.85,4.2,6.82,9.09,11.51,19.83,3023.51,3363162.5
2016-09-12,10.22,10.76,4.25,6.73,9.09,11.51,19.83,3021.98,3365446.0
2016-09-09,10.07,11.14,4.41,6.88,9.09,11.51,19.83,3078.85,3375119.0
2016-09-08,10.1,11.27,4.42,6.94,9.09,11.51,19.83,3095.95,3394939.5
2016-09-07,10.17,11.26,4.41,6.98,9.09,11.51,19.83,3091.93,3409601.0
2016-09-06,9.63,11.38,4.41,7.05,9.09,11.51,19.83,3090.71,3310703.0000000005
2016-09-05,9.47,10.9,4.39,6.97,9.09,11.51,19.83,3072.1,3231795.0
2016-09-02,9.47,10.88,4.36,6.95,9.09,11.51,19.83,3067.35,3229008.0000000005
2016-09-01,9.44,10.88,4.4,6.94,9.09,11.51,19.83,3063.31,3223018.0
2016-08-31,9.79,10.9,4.41,6.93,9.09,11.51,19.83,3085.49,3297095.0
2016-08-30,9.72,10.95,4.42,6.93,9.09,11.51,19.83,3074.68,3287227.5
2016-08-29,9.86,11.03,4.41,6.88,9.09,11.51,19.83,3070.03,3321765.5
2016-08-26,9.56,10.91,4.42,6.87,9.09,11.51,19.83,3070.31,3248713.5
2016-08-25,9.41,10.98,4.41,6.87,9.09,11.51,19.83,3068.33,3223823.0
2016-08-24,9.63,11.17,4.5,6.96,9.09,11.51,19.83,3085.88,3290304.5
2016-08-23,9.68,11.12,4.54,7.02,9.09,11.51,19.83,3089.71,3298482.0
2016-08-22,9.64,11.33,4.5,6.9,9.09,11.51,19.83,3084.81,3304950.5
2016-08-19,9.89,11.39,4.58,7.01,9.09,11.51,19.83,3108.1,3366431.5
2016-08-18,9.94,11.3,4.56,7.09,9.09,11.51,19.83,3104.11,3370835.0
2016-08-17,10.02,11.36,4.58,7.08,9.09,11.51,19.83,3109.55,3392746.0
2016-08-16,9.99,11.36,4.58,6.95,9.09,11.51,19.83,3110.04,3382636.0
2016-08-15,9.76,11.29,4.58,6.95,9.09,11.51,19.83,3125.2,3328736.5
2016-08-12,9.4,11.07,4.45,6.8,9.09,11.51,19.83,3050.67,3228259.5
2016-08-11,9.33,10.94,4.43,6.68,9.09,11.51,19.83,3002.64,3198229.0
2016-08-10,9.61,10.99,4.51,6.71,9.09,11.51,19.83,3018.75,3262621.5
2016-08-09,9.56,11.09,4.53,6.78,9.09,11.51,19.83,3025.68,3263616.5
2016-08-08,9.34,11.04,4.52,6.75,9.09,11.51,19.83,3004.28,3212554.0
2016-08-05,9.28,10.83,4.42,6.72,9.09,11.51,19.83,2976.7,3179065.5
2016-08-04,9.47,11.04,4.41,6.71,9.09,11.51,19.83,2982.43,3236834.0
2016-08-03,9.49,11.0,4.42,6.75,9.09,11.51,19.83,2978.46,3238710.0
2016-08-02,9.64,11.09,4.42,6.59,9.09,11.51,19.83,2971.28,3273046.5
2016-08-01,9.24,10.94,4.43,6.52,9.09,11.51,19.83,2953.39,3174799.0
2016-07-29,9.27,11.45,4.55,6.57,9.09,11.51,19.83,2979.34,3229892.5
2016-07-28,9.47,11.53,4.54,6.58,9.09,11.51,19.83,2994.32,3278650.5
2016-07-27,9.27,11.16,4.56,6.54,9.09,11.51,19.83,2992.0,3203066.0
2016-07-26,8.98,11.7,4.5,6.74,9.09,11.51,19.83,3050.17,3196775.0
2016-07-25,8.87,11.34,4.41,6.68,9.09,11.51,19.83,3015.83,3138689.0
2016-07-22,8.83,11.16,4.42,6.68,9.09,11.51,19.83,3012.82,3114366.0
2016-07-21,8.96,11.34,4.5,6.78,9.09,11.51,19.83,3039.01,3161489.0
2016-07-20,8.83,11.24,4.49,6.77,9.09,11.51,19.83,3027.9,3125164.0
2016-07-19,8.85,11.1,4.47,6.81,9.09,11.51,19.83,3036.6,3117665.0
2016-07-18,8.89,11.03,4.51,6.72,9.09,11.51,19.83,3043.56,3117475.5
2016-07-15,8.86,11.36,4.64,6.82,9.09,11.51,19.83,3054.3,3145606.0
2016-07-14,8.89,11.34,4.5,6.85,9.09,11.51,19.83,3054.02,3149099.0
2016-07-13,8.97,11.05,4.43,6.95,9.09,11.51,19.83,3060.69,3141692.5000000005
2016-07-12,8.85,10.98,4.39,6.56,9.09,11.51,19.83,3049.38,3098343.0
2016-07-11,8.62,10.88,4.34,6.47,9.09,11.51,19.83,2994.92,3038398.0
2016-07-08,8.71,10.95,4.16,6.45,9.09,11.51,19.83,2988.09,3060377.5
2016-07-07,8.79,10.94,4.18,6.47,9.09,11.51,19.83,3016.85,3076899.0
2016-07-06,8.69,11.06,4.18,6.51,9.09,11.51,19.83,3017.29,3068181.0
2016-07-05,8.68,11.18,4.2,6.52,9.09,11.51,19.83,3006.39,3077453.0
2016-07-04,8.5,11.17,4.17,6.47,9.09,11.51,19.83,2988.6,3037404.5
2016-07-01,8.37,10.52,4.08,6.38,9.09,11.51,19.83,2932.48,2948222.0
2016-06-30,8.39,10.29,4.11,6.38,9.09,11.51,19.83,2929.61,2932086.5
2016-06-29,8.47,10.36,4.12,6.41,9.09,11.51,19.83,2931.59,2955966.0
2016-06-28,8.23,10.45,4.1,6.37,9.09,11.51,19.83,2912.56,2912912.5
2016-06-27,8.23,10.42,4.07,6.54,9.09,11.51,19.83,2895.7,2914927.0
2016-06-24,8.13,10.05,4.02,6.44,9.09,11.51,19.83,2854.29,2857332.5000000005
2016-06-23,8.23,10.34,4.1,6.48,9.09,11.51,19.83,2891.96,2906329.0
2016-06-22,8.24,10.57,4.13,6.48,9.09,11.51,19.83,2905.55,2929454.5
2016-06-21,8.34,10.0,4.08,6.38,9.09,11.51,19.83,2878.56,2895290.0
2016-06-20,8.35,10.23,4.09,6.47,9.09,11.51,19.83,2888.81,2920855.5
2016-06-17,8.32,10.24,4.1,6.5,9.09,11.51,19.83,2885.11,2916574.0
2016-06-16,8.41,10.3,4.08,6.34,9.09,11.51,19.83,2872.82,2935535.0
2016-06-15,8.38,9.79,4.12,6.43,9.09,11.51,19.83,2887.21,2886721.5
2016-06-14,8.2,9.39,4.06,6.31,9.09,11.51,19.83,2842.19,2809141.5
2016-06-13,8.28,9.42,4.08,6.28,9.09,11.51,19.83,2833.07,2827757.0
2016-06-08,8.65,10.3,4.22,6.53,9.09,11.51,19.83,2927.16,2992735.0
2016-06-07,8.7,10.26,4.25,6.54,9.09,11.51,19.83,2936.04,3000181.0
2016-06-06,8.64,10.32,4.25,6.58,9.09,11.51,19.83,2934.1,2994352.0
2016-06-03,8.64,10.23,4.26,6.58,9.09,11.51,19.83,2938.68,2986395.5
2016-06-02,8.64,10.35,4.27,6.5,9.09,11.51,19.83,2925.23,2994907.5
2016-06-01,8.64,10.4,4.27,6.5,9.09,11.51,19.83,2913.51,2999400.0
2016-05-31,8.63,10.27,4.27,6.51,9.09,11.51,19.83,2916.62,2985949.5
2016-05-30,8.31,9.76,4.14,6.28,9.09,11.51,19.83,2822.45,2865296.0
2016-05-27,8.36,9.9,4.18,6.34,9.09,11.51,19.83,2821.05,2890545.0
2016-05-26,8.41,9.99,4.2,6.32,9.09,11.51,19.83,2822.44,2908641.5
2016-05-25,8.42,9.98,4.17,6.33,9.09,11.51,19.83,2815.09,2909723.0
2016-05-24,8.37,10.16,4.17,6.35,9.09,11.51,19.83,2821.67,2916146.0
2016-05-23,8.48,10.15,4.21,6.42,9.09,11.51,19.83,2843.65,2940637.5
2016-05-20,8.35,10.15,4.2,6.38,9.09,11.51,19.83,2825.48,2912397.5
2016-05-19,8.32,9.66,4.19,6.33,9.09,11.51,19.83,2806.91,2860531.0
2016-05-18,8.46,9.31,4.21,6.32,9.09,11.51,19.83,2807.51,2858023.5
