,600820.SH:207000,000541.SZ:89850,600256.SH:13000,000027.SZ:30000,002939.SZ:500,601577.SH:1000,601138.SH:500,total 
20100519,9.3,11.89,26.67,10.46,9.09,11.51,19.83,3679896.5
20100518,9.34,11.78,26.38,10.55,9.09,11.51,19.83,3677223.0
20100517,9.15,11.31,25.37,10.43,9.09,11.51,19.83,3578933.5
20100514,9.95,12.13,26.5,11.15,9.09,11.51,19.83,3854500.5
20100513,9.95,11.97,25.1,11.21,9.09,11.51,19.83,3823724.5
20100512,9.76,11.2,23.71,11.06,9.09,11.51,19.83,3692640.0
20100511,9.7,12.0,25.52,11.05,9.09,11.51,19.83,3775330.0
20100510,10.02,12.66,27.43,11.32,9.09,11.51,19.83,3933801.0
20100507,9.85,13.15,29.33,11.2,9.09,11.51,19.83,3963737.5
20100506,10.1,13.69,29.15,11.64,9.09,11.51,19.83,4074866.5
20100505,10.84,13.75,28.91,12.09,9.09,11.51,19.83,4243817.5
20100504,10.71,13.18,28.51,11.93,9.09,11.51,19.83,4155693.0
20100430,10.85,13.04,28.27,11.96,9.09,11.51,19.83,4169874.0
20100429,11.07,13.8,26.85,12.12,9.09,11.51,19.83,4270040.0
20100428,11.11,14.32,29.44,12.1,9.09,11.51,19.83,4358112.0
20100427,11.72,14.22,29.24,12.4,9.09,11.51,19.83,4481797.0
20100426,12.45,14.48,29.24,12.87,9.09,11.51,19.83,4670368.0
20100423,12.72,14.46,36.44,12.99,9.09,11.51,19.83,4821661.0
20100422,12.89,14.89,34.46,12.64,9.09,11.51,19.83,4859246.5
20100421,12.77,14.45,34.76,12.9,9.09,11.51,19.83,4806572.5
20100420,12.58,13.8,33.13,12.68,9.09,11.51,19.83,4681050.0
20100419,12.53,13.28,31.64,12.71,9.09,11.51,19.83,4605508.0
20100416,13.39,13.98,31.92,13.39,9.09,11.51,19.83,4870463.0
20100415,13.6,13.73,32.0,13.6,9.09,11.51,19.83,4898810.5
20100414,13.9,14.24,31.8,13.57,9.09,11.51,19.83,5003234.0
20100413,13.68,14.25,31.19,13.48,9.09,11.51,19.83,4947962.5
20100412,13.74,14.51,31.49,13.08,9.09,11.51,19.83,4975643.5
20100409,13.82,13.85,31.49,13.24,9.09,11.51,19.83,4937702.5
20100408,13.61,13.58,31.65,13.17,9.09,11.51,19.83,4869953.0
20100407,13.5,13.42,31.09,13.18,9.09,11.51,19.83,4825827.0
20100406,13.48,13.0,30.91,13.27,9.09,11.51,19.83,4784310.0
20100402,13.32,13.3,30.68,13.39,9.09,11.51,19.83,4778755.0
20100401,13.38,13.28,31.68,13.38,9.09,11.51,19.83,4802078.0
20100331,13.39,12.85,31.92,13.16,9.09,11.51,19.83,4762032.5
20100330,13.64,12.94,30.38,13.16,9.09,11.51,19.83,4801849.0
20100329,13.59,12.5,30.19,13.29,9.09,11.51,19.83,4753395.0
20100326,13.38,12.6,29.4,13.09,9.09,11.51,19.83,4702640.0
20100325,13.19,12.42,29.31,12.79,9.09,11.51,19.83,4636967.0
20100324,13.5,12.38,29.64,13.11,9.09,11.51,19.83,4711433.0
20100323,13.27,12.39,28.6,13.01,9.09,11.51,19.83,4648201.5
20100322,13.46,12.39,28.22,13.21,9.09,11.51,19.83,4688591.5
20100319,13.33,12.38,28.58,13.0,9.09,11.51,19.83,4659163.0
20100318,13.03,11.79,28.58,12.78,9.09,11.51,19.83,4537451.5
20100317,13.01,11.8,28.65,12.83,9.09,11.51,19.83,4536620.0
20100316,12.9,11.43,28.13,12.59,9.09,11.51,19.83,4466645.5
20100315,12.6,11.29,27.74,12.5,9.09,11.51,19.83,4384196.5
20100312,12.51,11.76,28.31,12.81,9.09,11.51,19.83,4424506.0
20100311,12.73,11.8,28.07,12.99,9.09,11.51,19.83,4475920.0
20100310,12.86,11.92,28.64,12.95,9.09,11.51,19.83,4519822.0
20100309,13.04,12.15,29.88,13.18,9.09,11.51,19.83,4600767.5
20100308,13.01,12.08,30.08,13.28,9.09,11.51,19.83,4593868.0
20100305,12.84,11.5,29.63,12.96,9.09,11.51,19.83,4491115.0
20100304,12.84,11.18,29.17,12.98,9.09,11.51,19.83,4456983.0
20100303,13.33,11.8,30.23,13.36,9.09,11.51,19.83,4639300.0
20100302,13.09,11.24,30.22,13.16,9.09,11.51,19.83,4533174.0
20100301,13.17,11.17,30.22,13.0,9.09,11.51,19.83,4538644.5
20100226,13.06,11.1,30.55,12.94,9.09,11.51,19.83,4512075.0
20100225,13.15,11.01,28.7,13.02,9.09,11.51,19.83,4500968.5
20100224,12.98,11.01,28.6,12.92,9.09,11.51,19.83,4461478.5
20100223,12.79,10.64,28.4,12.64,9.09,11.51,19.83,4377904.0
20100222,12.87,10.54,27.55,12.74,9.09,11.51,19.83,4377429.0
20100212,12.89,10.52,27.02,12.65,9.09,11.51,19.83,4370182.0
20100211,12.7,10.26,26.75,12.63,9.09,11.51,19.83,4303381.0
20100210,12.72,10.27,27.02,12.64,9.09,11.51,19.83,4312229.5
20100209,12.62,10.11,26.31,12.6,9.09,11.51,19.83,4266723.5
20100208,12.55,10.13,26.43,12.37,9.09,11.51,19.83,4248690.5
20100205,12.53,10.13,25.91,12.33,9.09,11.51,19.83,4236590.5
20100204,13.14,10.45,26.79,12.61,9.09,11.51,19.83,4411452.5
20100203,12.99,10.4,26.68,12.71,9.09,11.51,19.83,4377480.0
20100202,12.8,10.09,26.31,12.45,9.09,11.51,19.83,4297686.5
20100201,13.06,10.09,25.79,12.31,9.09,11.51,19.83,4340546.5
20100129,13.57,10.2,26.03,12.45,9.09,11.51,19.83,4463320.0
20100128,13.71,10.28,26.07,12.41,9.09,11.51,19.83,4498808.0
20100127,13.6,10.04,24.87,12.24,9.09,11.51,19.83,4433774.0
20100126,13.71,10.11,25.07,12.21,9.09,11.51,19.83,4464533.5
20100125,14.04,10.47,25.17,12.5,9.09,11.51,19.83,4575189.5
20100122,14.3,10.8,25.75,12.86,9.09,11.51,19.83,4677000.0
20100121,14.46,10.96,27.38,13.18,9.09,11.51,19.83,4755286.0
20100120,14.33,10.82,27.36,13.2,9.09,11.51,19.83,4716137.0
20100119,14.89,11.25,27.92,13.7,9.09,11.51,19.83,4892972.5
20100118,15.06,11.55,28.74,13.65,9.09,11.51,19.83,4964277.5
20100115,14.58,11.6,28.33,13.69,9.09,11.51,19.83,4865280.0
20100114,14.6,11.48,26.29,13.7,9.09,11.51,19.83,4832418.0
20100113,14.29,11.34,25.83,13.47,9.09,11.51,19.83,4742789.0
20100112,14.12,11.62,26.67,13.77,9.09,11.51,19.83,4752677.0
20100111,13.75,11.55,26.75,13.36,9.09,11.51,19.83,4658537.5
20100108,13.89,11.13,26.31,13.23,9.09,11.51,19.83,4640160.5
20100107,13.86,10.89,25.34,13.08,9.09,11.51,19.83,4595276.5
20100106,14.12,11.37,25.54,13.38,9.09,11.51,19.83,4703824.5
20100105,13.95,10.54,25.95,13.4,9.09,11.51,19.83,4599989.0
20100104,14.03,10.59,24.61,13.41,9.09,11.51,19.83,4603921.5
20091231,13.89,10.39,22.9,13.56,9.09,11.51,19.83,4539241.5
20091230,13.88,10.31,22.34,13.41,9.09,11.51,19.83,4518203.5
20091229,14.04,10.57,22.94,13.22,9.09,11.51,19.83,4576784.5
20091228,13.96,10.68,22.98,13.24,9.09,11.51,19.83,4571228.0
20091225,13.7,10.36,22.65,13.02,9.09,11.51,19.83,4477766.0
20091224,13.66,10.19,22.05,13.08,9.09,11.51,19.83,4448211.5
20091223,13.39,9.92,21.11,12.76,9.09,11.51,19.83,4346242.0
20091222,13.31,9.65,20.78,12.67,9.09,11.51,19.83,4298432.5
20091221,13.99,9.87,21.4,13.06,9.09,11.51,19.83,4478719.5
20091218,13.77,9.68,21.93,12.86,9.09,11.51,19.83,4416998.0
20091217,14.02,9.93,22.7,13.11,9.09,11.51,19.83,4508720.5
20091216,14.55,10.35,23.09,13.32,9.09,11.51,19.83,4667537.5
20091215,14.2,10.44,22.78,13.5,9.09,11.51,19.83,4604544.0
20091214,14.26,10.65,22.66,13.53,9.09,11.51,19.83,4635172.5
20091211,14.43,10.83,22.88,13.45,9.09,11.51,19.83,4686995.5
20091210,14.69,10.5,23.23,13.49,9.09,11.51,19.83,4716915.0
20091209,14.68,10.28,23.05,13.46,9.09,11.51,19.83,4691838.0
20091208,14.48,10.58,23.23,13.87,9.09,11.51,19.83,4692033.0
20091207,14.17,10.34,23.46,14.02,9.09,11.51,19.83,4613789.0
20091204,13.91,10.12,23.21,14.0,9.09,11.51,19.83,4536352.0
20091203,14.22,10.3,24.08,13.75,9.09,11.51,19.83,4620505.0
20091202,14.2,10.18,23.82,13.84,9.09,11.51,19.83,4604903.0
20091201,14.11,10.14,23.8,13.82,9.09,11.51,19.83,4581819.0
20091130,14.0,9.96,23.32,13.4,9.09,11.51,19.83,4524036.0
20091127,13.54,9.5,21.94,12.99,9.09,11.51,19.83,4357245.0
20091126,13.54,9.6,22.79,13.4,9.09,11.51,19.83,4389580.0
20091125,14.37,10.34,24.55,13.76,9.09,11.51,19.83,4661559.0
20091124,14.01,10.15,23.16,13.41,9.09,11.51,19.83,4541397.5
20091123,15.0,10.65,23.98,14.06,9.09,11.51,19.83,4821412.5
20091120,14.7,10.64,23.81,14.15,9.09,11.51,19.83,4758904.0
20091119,14.83,10.4,22.23,14.29,9.09,11.51,19.83,4747910.0
20091118,14.57,10.41,21.59,14.08,9.09,11.51,19.83,4680368.5
20091117,14.74,10.37,21.03,13.89,9.09,11.51,19.83,4698984.5
20091116,14.99,10.45,21.97,13.82,9.09,11.51,19.83,4768042.5
20091113,14.96,10.1,22.08,13.82,9.09,11.51,19.83,4731815.0
20091112,15.08,9.94,20.39,13.5,9.09,11.51,19.83,4710709.0
20091111,15.07,10.22,20.22,13.19,9.09,11.51,19.83,4722287.0
20091110,14.85,10.18,20.2,13.41,9.09,11.51,19.83,4679493.0
20091109,14.52,10.1,19.97,13.55,9.09,11.51,19.83,4605205.0
20091106,14.44,10.04,19.97,13.34,9.09,11.51,19.83,4576954.0
20091105,14.6,10.14,18.91,13.33,9.09,11.51,19.83,4604979.0
20091104,14.32,9.8,19.2,13.22,9.09,11.51,19.83,4516940.0
20091103,14.36,9.41,19.18,13.22,9.09,11.51,19.83,4489918.5
20091102,13.93,8.84,18.69,12.9,9.09,11.51,19.83,4333724.0
20091030,13.51,8.47,18.24,12.69,9.09,11.51,19.83,4201389.5
20091029,13.52,8.47,17.72,12.65,9.09,11.51,19.83,4195499.5
20091028,13.73,8.62,18.12,12.92,9.09,11.51,19.83,4265747.0
20091027,13.52,8.4,18.01,12.41,9.09,11.51,19.83,4185780.0
20091026,13.95,8.73,18.87,12.69,9.09,11.51,19.83,4324020.5
20091023,13.55,8.83,18.62,12.5,9.09,11.51,19.83,4241255.5
20091022,13.52,8.78,18.42,12.25,9.09,11.51,19.83,4220453.0
20091021,13.57,8.77,19.11,12.38,9.09,11.51,19.83,4242774.5
20091020,13.63,8.98,18.44,12.59,9.09,11.51,19.83,4271653.0
20091019,13.59,8.93,17.9,12.49,9.09,11.51,19.83,4248860.5
20091016,13.32,8.79,17.39,12.3,9.09,11.51,19.83,4168061.5
20091015,13.43,8.83,17.46,12.2,9.09,11.51,19.83,4192335.5
20091014,13.43,8.65,17.0,12.08,9.09,11.51,19.83,4166582.5
20091013,13.16,8.74,16.62,11.62,9.09,11.51,19.83,4100039.0
20091012,13.12,8.65,16.34,11.41,9.09,11.51,19.83,4073732.5
20091009,13.12,8.48,16.32,11.53,9.09,11.51,19.83,4061798.0
20090930,12.7,8.14,15.32,11.06,9.09,11.51,19.83,3917209.0
20090929,12.62,8.15,15.23,10.81,9.09,11.51,19.83,3892877.5
20090928,12.69,8.36,15.93,11.06,9.09,11.51,19.83,3942836.0
20090925,12.77,8.58,16.14,11.3,9.09,11.51,19.83,3989093.0
20090924,12.67,9.04,16.29,11.37,9.09,11.51,19.83,4013774.0
20090923,12.76,8.81,16.26,11.86,9.09,11.51,19.83,4026048.5
20090922,13.0,8.61,17.01,12.27,9.09,11.51,19.83,4079808.5
20090918,13.39,8.43,17.7,12.18,9.09,11.51,19.83,4150635.5
20090917,13.94,8.78,18.6,12.51,9.09,11.51,19.83,4317533.0
20090916,13.59,8.65,18.32,12.31,9.09,11.51,19.83,4223762.5
20090915,13.86,8.7,18.63,12.46,9.09,11.51,19.83,4292675.0
20090914,13.85,8.82,18.64,12.45,9.09,11.51,19.83,4301217.0
20090911,13.69,8.74,18.49,11.9,9.09,11.51,19.83,4242459.0
20090910,13.65,8.74,18.1,11.72,9.09,11.51,19.83,4223709.0
20090909,13.93,8.97,17.61,11.91,9.09,11.51,19.83,4301664.5
20090908,13.31,8.36,17.57,11.86,9.09,11.51,19.83,4116496.0
20090907,13.01,8.3,17.51,11.74,9.09,11.51,19.83,4044625.0
20090904,13.0,8.17,17.66,11.75,9.09,11.51,19.83,4033124.5
20090903,12.81,7.95,16.9,11.7,9.09,11.51,19.83,3962647.5
20090902,12.14,7.53,16.18,11.19,9.09,11.51,19.83,3761560.5
20090901,12.17,7.53,16.17,11.19,9.09,11.51,19.83,3767640.5
20090831,12.0,7.47,16.48,11.22,9.09,11.51,19.83,3731989.5
20090828,13.1,8.14,18.27,12.18,9.09,11.51,19.83,4071959.0
20090827,13.57,8.11,18.57,12.57,9.09,11.51,19.83,4182153.5
20090826,13.7,7.77,18.58,12.6,9.09,11.51,19.83,4179544.5
20090825,13.15,7.53,18.39,12.32,9.09,11.51,19.83,4033260.5
20090824,13.64,7.8,20.43,12.79,9.09,11.51,19.83,4199570.0
20090821,13.59,7.76,19.95,12.86,9.09,11.51,19.83,4181486.0
20090820,12.8,7.68,19.39,12.68,9.09,11.51,19.83,3998088.0
20090819,12.45,7.4,17.66,12.17,9.09,11.51,19.83,3862690.0
20090818,13.09,7.53,17.73,12.6,9.09,11.51,19.83,4020660.5
20090817,12.77,7.24,18.24,11.97,9.09,11.51,19.83,3916094.0
20090814,13.27,7.9,20.27,12.32,9.09,11.51,19.83,4115785.0
20090813,13.96,8.22,20.31,12.79,9.09,11.51,19.83,4301987.0
20090812,14.92,8.13,18.46,12.82,9.09,11.51,19.83,4469470.5
20090811,16.02,8.59,18.18,13.45,9.09,11.51,19.83,4753761.5
20090810,15.52,8.5,18.33,13.4,9.09,11.51,19.83,4642625.0
20090807,15.24,8.59,17.76,13.32,9.09,11.51,19.83,4582941.5
20090806,15.56,8.79,18.89,13.8,9.09,11.51,19.83,4696241.5
20090805,15.6,9.01,19.84,14.12,9.09,11.51,19.83,4746238.5
20090804,16.0,8.99,20.09,14.37,9.09,11.51,19.83,4837991.5
20090803,15.46,9.16,19.76,14.38,9.09,11.51,19.83,4737496.0
20090731,15.45,9.13,19.76,13.92,9.09,11.51,19.83,4718930.5
20090730,15.39,8.73,19.25,13.29,9.09,11.51,19.83,4645040.5
20090729,14.27,8.4,18.92,13.13,9.09,11.51,19.83,4374460.0
20090728,15.45,9.0,19.69,14.09,9.09,11.51,19.83,4711440.0
20090727,14.15,8.6,19.62,13.62,9.09,11.51,19.83,4391390.0
20090724,13.61,8.49,19.32,13.58,9.09,11.51,19.83,4264626.5
20090723,13.96,8.35,17.98,14.0,9.09,11.51,19.83,4319677.5
20090722,14.3,8.38,17.78,13.03,9.09,11.51,19.83,4361053.0
20090721,14.1,8.38,17.39,13.09,9.09,11.51,19.83,4316383.0
20090720,14.28,8.61,18.08,13.75,9.09,11.51,19.83,4403078.5
20090717,13.67,8.43,17.41,13.45,9.09,11.51,19.83,4242925.5
20090716,13.19,8.46,17.11,13.28,9.09,11.51,19.83,4137261.0
20090715,13.44,8.64,15.55,13.26,9.09,11.51,19.83,4184304.0
20090714,13.26,8.5,15.65,12.62,9.09,11.51,19.83,4116565.0
20090713,13.1,8.48,15.57,12.0,9.09,11.51,19.83,4062008.0
20090710,13.0,8.32,15.65,11.83,9.09,11.51,19.83,4022872.0
20090709,12.34,8.27,15.2,11.99,9.09,11.51,19.83,3880709.5
20090708,12.25,8.19,14.93,11.6,9.09,11.51,19.83,3839681.5
20090707,12.22,8.17,15.0,11.75,9.09,11.51,19.83,3837084.5
20090706,12.38,8.01,15.12,11.83,9.09,11.51,19.83,3859788.5
20090703,12.55,8.04,15.29,11.64,9.09,11.51,19.83,3894184.0
20090702,12.48,7.97,15.58,11.39,9.09,11.51,19.83,3869674.5
20090701,12.37,8.02,15.17,11.24,9.09,11.51,19.83,3841567.0
20090630,11.89,7.99,15.38,11.16,9.09,11.51,19.83,3739841.5
20090629,12.1,8.04,15.38,11.48,9.09,11.51,19.83,3797404.0
20090626,11.82,8.14,15.71,11.28,9.09,11.51,19.83,3746719.0
20090625,11.77,11.9,15.51,11.54,9.09,11.51,19.83,4079405.0
20090624,11.88,12.07,15.51,11.58,9.09,11.51,19.83,4118649.5
20090623,11.8,12.04,14.73,11.39,9.09,11.51,19.83,4083554.0
20090622,11.9,12.11,15.1,11.18,9.09,11.51,19.83,4109053.5
20090619,12.08,11.68,15.23,11.06,9.09,11.51,19.83,4105768.0
20090618,11.9,11.65,15.42,10.72,9.09,11.51,19.83,4058082.5
20090617,11.92,11.3,15.35,10.72,9.09,11.51,19.83,4029865.0
20090616,11.77,11.28,15.36,10.65,9.09,11.51,19.83,3995048.0
20090615,11.87,11.27,15.35,10.78,9.09,11.51,19.83,4018619.5
20090612,11.44,11.16,15.24,10.7,9.09,11.51,19.83,3915896.0
20090611,11.73,11.33,15.7,11.03,9.09,11.51,19.83,4007080.5
20090610,11.98,11.58,15.89,10.99,9.09,11.51,19.83,4082563.0
20090609,11.54,11.23,15.86,10.79,9.09,11.51,19.83,3953645.5
20090608,11.64,11.41,16.34,10.88,9.09,11.51,19.83,3999458.5
20090605,11.7,11.48,16.03,10.76,9.09,11.51,19.83,4010538.0
20090604,11.79,11.4,15.61,10.95,9.09,11.51,19.83,4022220.0
20090603,11.89,10.9,15.73,10.92,9.09,11.51,19.83,3998655.0
20090602,11.9,10.94,15.11,11.01,9.09,11.51,19.83,3998959.0
20090601,11.79,10.93,15.3,10.73,9.09,11.51,19.83,3969360.5
20090527,11.52,10.78,14.85,10.64,9.09,11.51,19.83,3891443.0
20090526,11.62,10.78,14.99,10.46,9.09,11.51,19.83,3908563.0
20090525,11.8,10.81,15.38,10.45,9.09,11.51,19.83,3953288.5
20090522,11.87,10.9,15.23,10.51,9.09,11.51,19.83,3975715.0
20090521,11.78,10.7,15.18,10.52,9.09,11.51,19.83,3938765.0
20090520,11.99,10.88,16.02,10.94,9.09,11.51,19.83,4021928.0
20090519,12.11,10.99,15.87,10.97,9.09,11.51,19.83,4055601.5
20090518,12.17,11.04,15.61,10.83,9.09,11.51,19.83,4064934.0
20090515,12.17,11.15,15.61,10.83,9.09,11.51,19.83,4074817.5
20090514,12.21,10.89,15.19,10.85,9.09,11.51,19.83,4054876.5
20090513,12.18,10.97,15.28,10.71,9.09,11.51,19.83,4052824.5
20090512,12.3,10.59,14.5,10.7,9.09,11.51,19.83,4033081.5
20090511,12.01,10.4,14.38,10.48,9.09,11.51,19.83,3947820.0
20090508,12.51,10.69,15.08,10.96,9.09,11.51,19.83,4100876.5
20090507,12.38,10.79,14.65,10.79,9.09,11.51,19.83,4072261.5
20090506,12.75,10.88,15.07,10.94,9.09,11.51,19.83,4166898.0
20090505,12.83,10.78,15.0,10.93,9.09,11.51,19.83,4173263.0
20090504,12.46,10.72,14.52,10.76,9.09,11.51,19.83,4079942.0
20090430,12.14,10.41,14.15,10.32,9.09,11.51,19.83,3967838.5
20090429,11.93,10.4,14.2,10.48,9.09,11.51,19.83,3928920.0
20090428,11.33,10.12,13.64,10.24,9.09,11.51,19.83,3765082.0
20090427,11.21,10.02,13.64,10.33,9.09,11.51,19.83,3733957.0
20090424,11.7,10.65,13.89,11.18,9.09,11.51,19.83,3920742.5
20090423,11.97,10.62,14.64,11.29,9.09,11.51,19.83,3986987.0
20090422,11.75,10.57,16.11,11.21,9.09,11.51,19.83,3953664.5
20090421,12.2,11.05,17.0,11.77,9.09,11.51,19.83,4118312.5
20090420,11.92,11.12,17.0,12.07,9.09,11.51,19.83,4075642.0
20090417,11.64,10.75,16.85,11.33,9.09,11.51,19.83,3960287.5
20090416,12.0,11.06,15.4,11.15,9.09,11.51,19.83,4038411.0
20090415,11.6,11.24,15.54,11.26,9.09,11.51,19.83,3976904.0
20090414,11.63,11.24,15.53,11.26,9.09,11.51,19.83,3982984.0
20090410,11.46,10.74,15.32,11.29,9.09,11.51,19.83,3901039.0
20090409,11.27,10.63,14.99,11.14,9.09,11.51,19.83,3843035.5
20090408,11.12,9.77,14.61,11.02,9.09,11.51,19.83,3726174.5
20090407,11.8,9.86,14.35,11.25,9.09,11.51,19.83,3878541.0
20090403,11.67,9.42,14.0,11.33,9.09,11.51,19.83,3809947.0
20090402,11.79,9.66,14.72,11.75,9.09,11.51,19.83,3878311.0
20090401,12.0,9.81,14.72,11.9,9.09,11.51,19.83,3939758.5
20090331,11.8,9.84,14.6,12.0,9.09,11.51,19.83,3902494.0
20090330,11.9,9.66,14.41,12.02,9.09,11.51,19.83,3905151.0
20090327,11.89,9.39,14.98,11.47,9.09,11.51,19.83,3869731.5
20090326,11.84,9.19,14.76,11.27,9.09,11.51,19.83,3832551.5
20090325,11.44,8.96,14.1,11.23,9.09,11.51,19.83,3719306.0
20090324,11.52,8.95,14.1,11.6,9.09,11.51,19.83,3746067.5
20090323,11.65,8.92,14.59,11.28,9.09,11.51,19.83,3767052.0
20090320,11.66,8.69,14.51,11.25,9.09,11.51,19.83,3746516.5
20090319,11.91,8.68,13.55,11.44,9.09,11.51,19.83,3790588.0
20090318,11.84,8.5,13.53,11.29,9.09,11.51,19.83,3755165.0
20090317,11.79,8.52,12.84,11.17,9.09,11.51,19.83,3734042.0
20090316,11.47,8.29,12.35,10.9,9.09,11.51,19.83,3632666.5
20090313,11.37,8.16,12.07,10.98,9.09,11.51,19.83,3599046.0
20090312,10.76,8.3,12.36,10.97,9.09,11.51,19.83,3488825.0
20090311,10.78,8.49,12.58,10.89,9.09,11.51,19.83,3510496.5
20090310,10.74,8.2,11.88,11.01,9.09,11.51,19.83,3470660.0
20090309,10.43,8.01,11.61,10.98,9.09,11.51,19.83,3385008.5
20090306,10.82,8.47,12.51,10.91,9.09,11.51,19.83,3516669.5
20090305,11.11,8.77,12.39,11.1,9.09,11.51,19.83,3607794.5
20090304,11.4,8.58,12.24,11.34,9.09,11.51,19.83,3656003.0
20090303,10.91,7.94,11.35,10.84,9.09,11.51,19.83,3470499.0
20090302,10.68,7.84,10.96,11.43,9.09,11.51,19.83,3426534.0
20090227,10.39,7.7,10.99,11.0,9.09,11.51,19.83,3341415.0
20090226,10.7,8.26,12.21,10.95,9.09,11.51,19.83,3470261.0
20090225,11.56,9.08,13.57,11.72,9.09,11.51,19.83,3762738.0
20090224,11.73,8.77,13.83,12.1,9.09,11.51,19.83,3784854.5
20090223,12.22,8.61,13.52,12.56,9.09,11.51,19.83,3881678.5
20090220,11.99,8.45,13.24,12.53,9.09,11.51,19.83,3815152.5
20090219,11.7,7.68,13.11,11.6,9.09,11.51,19.83,3656348.0
20090218,11.53,7.52,11.92,11.0,9.09,11.51,19.83,3573312.0
20090217,11.82,8.02,12.41,11.52,9.09,11.51,19.83,3700237.0
20090216,12.45,8.45,13.16,11.57,9.09,11.51,19.83,3880532.5
20090213,12.31,8.3,12.79,11.15,9.09,11.51,19.83,3820665.0
20090212,11.86,8.0,11.63,11.18,9.09,11.51,19.83,3686380.0
20090211,12.12,7.99,11.09,11.08,9.09,11.51,19.83,3729281.5
20090210,12.08,8.18,11.27,10.07,9.09,11.51,19.83,3710113.0
20090209,11.95,7.64,11.27,9.48,9.09,11.51,19.83,3616984.0
20090206,12.01,7.46,10.4,9.48,9.09,11.51,19.83,3601921.0
20090205,11.84,7.18,10.07,8.91,9.09,11.51,19.83,3520183.0
20090204,11.67,7.35,10.47,9.15,9.09,11.51,19.83,3512667.5
20090203,11.71,7.07,10.37,8.82,9.09,11.51,19.83,3484589.5
20090202,11.41,6.98,10.15,8.67,9.09,11.51,19.83,3407043.0
20090123,10.95,6.91,10.07,8.37,9.09,11.51,19.83,3295493.5
20090122,10.8,6.84,10.27,8.45,9.09,11.51,19.83,3263154.0
20090121,10.82,6.83,10.14,8.4,9.09,11.51,19.83,3263205.5
20090120,10.79,6.95,9.87,8.65,9.09,11.51,19.83,3271767.5
20090119,11.1,6.47,9.54,8.79,9.09,11.51,19.83,3292719.5
20090116,11.25,6.46,9.73,8.6,9.09,11.51,19.83,3319641.0
20090115,11.07,6.48,9.88,8.69,9.09,11.51,19.83,3288828.0
20090114,10.94,6.38,9.88,8.68,9.09,11.51,19.83,3252633.0
20090113,10.68,6.16,9.7,8.52,9.09,11.51,19.83,3171906.0
20090112,11.07,6.32,10.29,8.65,9.09,11.51,19.83,3278582.0
20090109,11.29,6.15,10.3,8.66,9.09,11.51,19.83,3309277.5
20090108,11.13,6.03,9.9,8.58,9.09,11.51,19.83,3257775.5
20090107,11.2,6.26,9.82,8.55,9.09,11.51,19.83,3290991.0
20090106,11.49,6.27,9.99,8.67,9.09,11.51,19.83,3357729.5
20090105,11.48,6.05,9.35,8.29,9.09,11.51,19.83,3316172.5
20081231,10.9,5.85,9.12,8.13,9.09,11.51,19.83,3170352.5
20081230,10.59,5.9,9.14,8.21,9.09,11.51,19.83,3113335.0
20081229,10.58,6.0,9.14,8.1,9.09,11.51,19.83,3116950.0
20081226,10.55,6.18,8.92,8.04,9.09,11.51,19.83,3122253.0
20081225,10.57,6.08,8.52,8.04,9.09,11.51,19.83,3112208.0
20081224,10.51,6.1,8.72,8.01,9.09,11.51,19.83,3103285.0
20081223,10.45,6.33,8.37,8.19,9.09,11.51,19.83,3112380.5
20081222,10.97,6.69,8.37,8.7,9.09,11.51,19.83,3267666.5
20081219,11.13,6.74,8.37,8.88,9.09,11.51,19.83,3310679.0
20081218,11.21,6.69,8.59,8.81,9.09,11.51,19.83,3323506.5
20081217,11.26,6.62,7.81,8.7,9.09,11.51,19.83,3314127.0
20081216,11.31,6.59,7.55,8.67,9.09,11.51,19.83,3317501.5
20081215,10.91,6.57,7.55,8.5,9.09,11.51,19.83,3227804.5
20081212,10.74,6.45,7.46,8.64,9.09,11.51,19.83,3184862.5
20081211,10.82,6.82,7.91,9.14,9.09,11.51,19.83,3255517.0
20081210,11.43,7.04,8.18,9.42,9.09,11.51,19.83,3413464.0
20081209,11.33,6.91,7.95,9.22,9.09,11.51,19.83,3372093.5
20081208,11.89,7.22,8.34,9.48,9.09,11.51,19.83,3528737.0
20081205,11.5,7.07,8.2,9.2,9.09,11.51,19.83,3424309.5
20081204,11.5,6.56,8.03,9.37,9.09,11.51,19.83,3381376.0
20081203,11.83,6.52,8.13,9.29,9.09,11.51,19.83,3444992.0
20081202,11.17,6.29,7.72,9.1,9.09,11.51,19.83,3276676.5
20081201,11.24,6.22,7.68,9.2,9.09,11.51,19.83,3287357.0
20081128,10.89,6.03,7.29,9.11,9.09,11.51,19.83,3190065.5
20081127,10.72,6.19,7.33,9.33,9.09,11.51,19.83,3176371.5
20081126,10.5,6.21,7.32,9.27,9.09,11.51,19.83,3130698.5
20081125,10.41,5.87,7.47,9.19,9.09,11.51,19.83,3081069.5
20081124,10.47,5.91,7.07,8.99,9.09,11.51,19.83,3085883.5
20081121,11.19,6.04,7.01,9.39,9.09,11.51,19.83,3257824.0
20081120,11.4,6.12,7.21,9.06,9.09,11.51,19.83,3301182.0
20081119,11.63,6.16,7.44,8.97,9.09,11.51,19.83,3352676.0
20081118,10.69,5.78,6.91,8.39,9.09,11.51,19.83,3099663.0
20081117,11.59,6.42,7.68,9.14,9.09,11.51,19.83,3375977.0
